Time,RTT
6.68985,0.0347924
6.68986,0.0346933
6.69098,0.0347317
6.69099,0.0346402
6.6921,0.0348102
6.69211,0.0348339
6.69323,0.0349797
6.69324,0.0349822
6.69435,0.0351094
6.69436,0.0349708
6.6956,0.0349744
6.69561,0.0348526
6.69673,0.034871
6.69674,0.0347622
6.69785,0.0347919
6.69786,0.0346929
6.69898,0.0347313
6.69899,0.0346399
6.7001,0.0348099
6.70011,0.0348337
6.70123,0.0349794
6.70124,0.034982
6.70248,0.0351093
6.70249,0.0349706
6.7036,0.0349743
6.70361,0.0348525
6.70473,0.0348709
6.70474,0.0347621
6.70585,0.0347918
6.70586,0.0346928
6.70698,0.0347312
6.70699,0.0346398
6.7081,0.0348098
6.70811,0.0348336
6.70923,0.0349794
6.70924,0.034982
6.71048,0.0351092
6.71049,0.0349706
6.7116,0.0349743
6.71161,0.0348525
6.71273,0.0348709
6.71274,0.0347621
6.71385,0.0347918
6.71386,0.0346928
6.71498,0.0347312
6.71499,0.0346398
6.7161,0.0348098
6.71611,0.0348336
6.71735,0.0349794
6.71736,0.034982
6.71848,0.0351092
6.71849,0.0349706
6.7196,0.0349743
6.71961,0.0348525
6.72073,0.0348709
6.72074,0.034762
6.72185,0.0347918
6.72186,0.0346928
6.72298,0.0347312
6.72299,0.0346398
6.7241,0.0348098
6.72411,0.0348336
6.72535,0.0349794
6.72536,0.034982
6.72648,0.0351092
6.72649,0.0349706
6.7276,0.0349743
6.72761,0.0348525
6.72873,0.0348709
6.72874,0.034762
6.72985,0.0347918
6.72986,0.0346928
6.73098,0.0347312
6.73099,0.0346398
6.73223,0.0348098
6.73224,0.0348336
6.73335,0.0349794
6.73336,0.034982
6.73448,0.0351092
6.73449,0.0349706
6.7356,0.0349743
6.73561,0.0348525
6.73673,0.0348709
6.73674,0.034762
6.73785,0.0347918
6.73786,0.0346928
6.73898,0.0347312
6.73899,0.0346398
6.74023,0.0348098
6.74024,0.0348336
6.74135,0.0349794
6.74136,0.034982
6.74248,0.0351092
6.74249,0.0349706
6.7436,0.0349743
6.74361,0.0348525
6.74473,0.0348709
6.74474,0.034762
6.74585,0.0347918
6.74586,0.0346928
6.7471,0.0348562
6.74711,0.0348742
6.74823,0.0350149
6.74824,0.035013
6.74935,0.0351364
6.74936,0.0351194
6.75048,0.0352294
