% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
9.20187	1	0	0	1	920	2	1	1	4	15	1	0	28	1997
9.20225	1	0	0	1	920	2	4	1	4	14	1	0	28	1997
9.2025	1	0	0	1	920	2	6	1	4	15	1	0	28	1997
9.20275	1	0	0	1	920	3	0	1	4	13	1	0	28	1997
9.20312	1	0	0	1	920	3	3	1	4	15	1	0	28	1997
9.20337	1	0	0	1	920	3	5	1	4	14	1	0	28	1997
9.20363	1	0	0	1	920	3	7	1	4	13	1	0	28	1997
9.204	1	0	0	1	920	4	2	1	4	15	1	0	28	1997
9.20425	1	0	0	1	920	4	4	1	4	14	1	0	28	1997
9.2045	1	0	0	1	920	4	6	1	4	13	1	0	28	1997
9.20475	1	0	0	1	920	5	0	1	4	15	1	0	28	1997
9.20513	1	0	0	1	920	5	3	1	4	14	1	0	28	1997
9.20538	1	0	0	1	920	5	5	1	4	15	1	0	28	1997
9.20562	1	0	0	1	920	5	7	1	4	13	1	0	28	1997
9.206	1	0	0	1	920	6	2	1	4	15	1	0	28	1997
9.20625	1	0	0	1	920	6	4	1	4	14	1	0	28	1997
9.2065	1	0	0	1	920	6	6	1	4	13	1	0	28	1997
9.20675	1	0	0	1	920	7	0	1	4	15	1	0	28	1997
9.20712	1	0	0	1	920	7	3	1	4	14	1	0	28	1997
9.20738	1	0	0	1	920	7	5	1	4	15	1	0	28	1997
9.20763	1	0	0	1	920	7	7	1	4	13	1	0	28	1997
9.208	1	0	0	1	920	8	2	1	4	15	1	0	28	1997
9.20825	1	0	0	1	920	8	4	1	4	14	1	0	28	1997
9.2085	1	0	0	1	920	8	6	1	4	13	1	0	28	1997
9.20875	1	0	0	1	920	9	0	1	4	15	1	0	28	1997
9.20913	1	0	0	1	920	9	3	1	4	14	1	0	28	1997
9.20937	1	0	0	1	920	9	5	1	4	15	1	0	28	1997
9.20963	1	0	0	1	920	9	7	1	4	13	1	0	28	1997
9.21	1	0	0	1	921	0	2	1	4	15	1	0	28	1997
9.21025	1	0	0	1	921	0	4	1	4	14	1	0	28	1997
9.2105	1	0	0	1	921	0	6	1	4	13	1	0	28	1997
9.21075	1	0	0	1	921	1	0	1	4	15	1	0	28	1997
9.21112	1	0	0	1	921	1	3	1	4	14	1	0	28	1997
9.21138	1	0	0	1	921	1	5	1	4	15	1	0	28	1997
9.21162	1	0	0	1	921	1	7	1	4	13	1	0	28	1997
9.212	1	0	0	1	921	2	2	1	4	15	1	0	28	1997
9.21225	1	0	0	1	921	2	4	1	4	14	1	0	28	1997
9.2125	1	0	0	1	921	2	6	1	4	13	1	0	28	1997
9.21275	1	0	0	1	921	3	0	1	4	15	1	0	28	1997
9.21312	1	0	0	1	921	3	3	1	4	14	1	0	28	1997
9.21337	1	0	0	1	921	3	5	1	4	15	1	0	28	1997
9.21363	1	0	0	1	921	3	7	1	4	13	1	0	28	1997
9.214	1	0	0	1	921	4	2	1	4	15	1	0	28	1997
9.21425	1	0	0	1	921	4	4	1	4	14	1	0	28	1997
9.2145	1	0	0	1	921	4	6	1	4	13	1	0	28	1997
9.21475	1	0	0	1	921	5	0	1	4	15	1	0	28	1997
9.21513	1	0	0	1	921	5	3	1	4	14	1	0	28	1997
9.21537	1	0	0	1	921	5	5	1	4	15	1	0	28	1997
